날짜-시간,이벤트유형,장비/상세,원본메시지
2025-10-27-01-36,ERROR,,BV238호기 에러조치되었습니다
2025-10-27-08-52,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 했습니다
2025-10-27-10-23,ERROR,4ABLD112 -> OPEN,"4ABLD112 호기 ERROR 조치 완료되어 4F, 7F AI Open 했습니다"
2025-10-27-11-02,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 했습니다
2025-10-27-11-54,OPEN,4ABLD112,4ABLD112호기 조치 완료되어 AI Open 했습니다
2025-10-28-10-55,OPEN,,TAGAP20 GBL(CELL) OPEN MASK INSP -> SOP 검증자재 측정 우선 부탁드려요
2025-10-28-15-34,OPEN,,Conveyor Lift 5호기 작업 완료 하여 내부 동작 Test 후 이상 없어  Open 했으며 Monitoring 중입니다.
2025-10-29-09-49,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI Close 했습니다."
2025-10-29-10-08,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 ERROR 조치 완료되어 4F, 7F AI Open 했습니다."
2025-10-29-20-10,ERROR,4ABLD131 Error 발생되어 -> CLOSE,4ABLD131호기 Error 발생되어 4F / 7F AI Close 했습니다.
2025-10-29-20-10,ERROR,4ABLD131 -> OPEN,4ABLD131호기 Error 처리되어 4F / 7F AI Open 했습니다.
2025-10-30-01-50,ERROR,,안녕하세요 M14A -> M14B B조 ERROR 영향으로 아직 안정화 안된건가요 ?
2025-10-30-10-42,ERROR,4ABLD132 -> CLOSE,"4ABLD132 호기 ERROR 발생으로 4F, 7F AI CLOSE 했습니다."
2025-10-30-15-07,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 처리 완료되어 4F, 7F AI Open했습니다."
2025-10-31-08-06,ERROR,,금일 M16A/브릿지 가는 엘레베이터 점검으로 DOWN일정.(10:00 ~11:30) 해당 엘베 없으면 M16에서 브릿지 이동 루트가 없어 혹시라도 ERROR 발생시 조치가 늦어 질수 있으니 참고 바랍니다.
2025-10-31-11-17,ERROR,4ABLD122 -> CLOSE,"4ABLD122호기 ERROR 발생으로 4F, 7F AI CLOSE 했습니다"
2025-10-31-11-22,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-10-31-16-22,ERROR,4ABLD121 -> CLOSE,"4ABLD121호기 ERROR 발생으로 4F, 7F AI CLOSE 했습니다"
2025-10-31-20-00,ERROR,4ABLD121 -> OPEN,"4ABLD121  호기  ERROR  조치 완료 되어  4F,7F AI OPEN했습니다."
2025-11-01-12-55,ERROR,4AFC3201,4AFC3201 Conveyor Error로 A_in80~90 남측 전체  차단 하겠습니다.
2025-11-01-12-57,OPEN,,조치 완료되어 open 했습니다.
2025-11-01-13-51,ERROR,4AFC3201,안녕하세요~ 4AFC3201 Zone 60512 Error 다발생하여 TCM Reboot 진행하겠습니다. 작업관련 4AFC3201 14->16 A_IN Port 차단하겠습니다.
2025-11-01-14-00,OPEN,4AFC3201,작업 완료되어 4AFC3201 A_IN Port Open 하였습니다.
2025-11-01-14-10,ERROR,,Zone 60512 Error 재발생하여 LD 교체 진행하겠습니다.
2025-11-01-15-20,ERROR,4AFC3201 Error 발생하여,안녕하세요 M14A內 4AFC3201 Error 발생하여 LD 교체 진행 예정입니다. M16->M14A 방향 4AFC3201 A_IN86~90 M14A->M16 방향 4AFC3201 A_IN11~24 Offline 진행하겠습니다.
2025-11-01-16-08,OPEN,4AFC3201,LD 교체 완료되어 M16->M14A 방향 4AFC3201 A_IN86~90 M14A->M16 방향 4AFC3201 A_IN11~24 OPEN하겠습니다. 4AFC3201 A_IN80~85 MAX CAPA 원복 부탁 드리겠습니다.
2025-11-01-16-25,ERROR,4AFC3201,Error 재발하여 M16->M14A 방향 4AFC3201 A_IN80~85 M14A->M16 방향 4AFC3201 A_IN Port all offline 진행하겠습니다
2025-11-01-16-38,OPEN,4AFC3201,안녕하세요 M16->M14A 방향 4AFC3201 A_IN80~90 OPEN 하겠습니다
2025-11-01-16-46,OPEN,4AFC3201,M14A -> M16 방향 4AFC3201 A_IN31~38 OPEN 하였습니다.
2025-11-01-16-53,ERROR,-> OPEN,Error Clear 되어 전체 OPEN 하였습니다.
2025-11-01-20-13,CLOSE,,4F 허브룸 정체로 인해 M14B 7F AI 일부 Close 대응하겠습니다.
2025-11-01-20-32,OPEN,,해소 확인되어 7F AI Open 했습니다.
2025-11-01-20-32,ERROR,,Bridge OHT Error 처리 완료 했습니다 M16 비상대피훈련으로 Error 처리 지연되었습니다.
2025-11-01-21-00,OPEN,4AFC3201,CONV 정체 해소 되어 4AFC3201 A_IN PORT OPEN하겠습니다.
2025-11-03-00-14,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122 Error 발생으로 4,7F AI Close 했습니다."
2025-11-03-00-15,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치되어 4,7F AI Open 했습니다."
2025-11-03-02-11,ERROR,Error발생되어,Bridge BV0352호기 Error발생되어 정체 발생 중입니다.
2025-11-03-02-17,ERROR,Error발생되어,"Bridge BV0352호기 Error발생되어 정체 발생 중입니다. (김지훈,이천AMHS운영/TL,2025-11-03 02:11:08) ┖ 처리 완료 되었습니다."
2025-11-03-10-00,CLOSE,4ABLD112,안녕하세요 4ABLD112_AI47 점검으로 Close 하겠습니다.
2025-11-03-10-39,OPEN,4ABLD112,4ABLD112_AI47 점검 후 Open 하였습니다
2025-11-03-13-48,ERROR,4ABLD121 Error 발생으로 -> CLOSE,4ABLD121_AI75 Error 발생으로 AI75만 Close 진행하겠습니다.
2025-11-03-16-11,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 Error 발생으로 4,7F AI Close 했습니다."
2025-11-03-16-28,ERROR,4ABLD132 -> OPEN,4ABLD132 Error 조치 완료되어 AI Open 했습니다.
2025-11-03-23-18,ERROR,4AFC3201 Error발생으로,4AFC3201 Conveyor Error발생으로 IN Port 전체 차단 했습니다.
2025-11-03-23-37,OPEN,4AFC3201,4AFC3201 Conveyor A_in80~85(50%) Open 하겠습니다.
2025-11-03-23-37,OPEN,4AFC3201,"4AFC3201 Down과련 하여   M16 -> M14 Capa 3 으로 조정 부탁드립니다. (김지훈,이천AMHS운영/TL,2025-11-03 23:37:04) ┖ 50%  Open이니 일단 유지 하시죠"
2025-11-03-23-38,ERROR,4AFC3201,4AFC3201 장비 Error clear 했습니다.
2025-11-03-23-39,OPEN,4AFC3201,4AFC3201 Conveyor A_in 전체 Open 했습니다.
2025-11-04-10-25,ERROR,6ABL6032 Error 발생으로 -> CLOSE,6ABL6032 Error 발생으로 AI Close 하겠습니다.
2025-11-04-10-29,OPEN,4ABLD121,4ABLD121_AI75 조치 후 Open 하였습니다.
2025-11-04-10-49,OPEN,,Open 하였습니다.
2025-11-04-16-25,OPEN,4AFC3201,[작업 계획 공유] (( 일시 : 11/5(수) 10:00~10:18 )) 대상 : 4AFC3201 [[ 목적 : PH5 A/B (B13~B18) 구간 OPEN 을 위한 일부 구간 5분 Down ]] Down : 4AFC3201 A_OUT31~38
2025-11-05-09-53,ERROR,4ABLD122 Error 발생으로 -> CLOSE,4ABLD122 Error 발생으로 AI Close 하겠습니다.
2025-11-05-11-00,ERROR,4ABLD122 Error 발생,4ABLD122 Error 발생 조치 완료. AI 오픈 하겠습니다.
2025-11-05-21-45,ERROR,4AFC3201 Error발생으로 -> CLOSE,4AFC3201 Conveyor Error발생으로 A_OUT 85~89 Close 진행하겠습니다.
2025-11-05-21-52,ERROR,4AFC3201 Error 발생하여,안녕하세요 4AFC3201 LD50502 Error 발생하여 HUB Room HT-STOP 하여 작업 진행하겠습니다. 완료될시 말씀드리겠습니다.
2025-11-05-22-24,ERROR,4AFC3201 Error 발생하여,"안녕하세요 4AFC3201 LD50502 Error 발생하여 HUB Room HT-STOP 하여 작업 진행하겠습니다. 완료될시 말씀드리겠습니다. (이주성,이천AMHS운영/TL,2025-11-05 21:52:45) ┖ 현재 좀 밀려서 일단 해소하고 진행하시죠"
2025-11-05-22-36,OPEN,,HUB Room정체로 작업중단 & A_OUT 85~89 PORT OPEN했습니다.
2025-11-05-22-40,CLOSE,,7F HUB Room Rail Port  Close 하겠습니다.
2025-11-05-22-46,CLOSE,,M14B 전체호기 7F AI Close 하겠습니다.
2025-11-05-23-05,OPEN,4ABLD111,4ABLD111호기 Open했습니다.
2025-11-05-23-07,OPEN,4ABLD132,4ABLD132호기 Open했습니다.
2025-11-05-23-09,OPEN,4ABLD121,4ABLD121호기 Open했습니다.
2025-11-05-23-10,OPEN,4ABLD112,4ABLD112호기 Open했습니다.
2025-11-05-23-11,OPEN,,ABLD122호기 Open했습니다.
2025-11-05-23-14,OPEN,4ABLD131,4ABLD131호기 Open했습니다.
2025-11-06-02-01,ERROR,Error 발생하여,브릿지 BV0125호기 Error 발생하여 조치 중입니다.
2025-11-06-02-11,ERROR,Error 발생하여,"브릿지 BV0125호기 Error 발생하여 조치 중입니다. (서민혁,이천AMHS운영/TL,2025-11-06 02:01:42) ┖ Error 조치 완료 되었습니다."
2025-11-06-08-26,OPEN,,@이정원 데드락 해결 되었을까요?  M14B SFA 리프터 7F A IN 오픈하면 될까요?
2025-11-06-08-28,OPEN,,{{@김종락::10041}} HUB Room Queue 안정화 되면 M14B 7F Auto In Open 할 수 있도록 공유 하겠습니다. 잠시 Hold 부탁 드립니다.
2025-11-06-15-26,ERROR,4ABLD132 Error 발생으로 -> CLOSE,4ABLD132 Error 발생으로 AI Close 하겠습니다.
2025-11-06-17-31,ERROR,4ABLD132 Error 발생,4ABLD132 Error 발생 조치 완료 되어 AI 오픈 하겠습니다.
2025-11-07-19-56,ERROR,Error 발생으로,안녕하세요. BV0096 Error 발생으로 조치 중입니다.
2025-11-07-20-20,ERROR,Error 발생으로,"안녕하세요. BV0096 Error 발생으로 조치 중입니다. (이성찬,이천AMHS운영/TL,2025-11-07 19:56:20) ┖ ERROR 조치 되었습니다"
2025-11-07-20-36,OPEN,,"M14 Conv 측 OHT 몰려 분기 구간 2617-2618 Rail Cut 대응하겠습니다. (민예준,이천AMHS운영/TL,2025-11-07 20:20:05) ┖ 정체 해소되어 Rail Open 했습니다."
2025-11-08-00-45,ERROR,Error발생되어,브릿지 BV0220 Error발생되어 조치중입니다.
2025-11-08-00-49,ERROR,Error발생되어,"브릿지 BV0220 Error발생되어 조치중입니다. (김지훈,이천AMHS운영/TL,2025-11-08 00:45:44) ┖ 완료 되었습니다."
2025-11-08-16-51,ERROR,4ABLD112 -> CLOSE,"안녕하세요 4ABLD112 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다"
2025-11-08-17-09,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-11-08-22-59,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-08-23-00,ERROR,,Error Clear 되었습니다.
2025-11-09-01-17,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-09-01-34,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체중입니다 (최홍영,이천AMHS운영/TL,2025-11-09 01:17:23) ┖ Error Clear 되었습니다"
2025-11-09-01-57,OPEN,4AFC3201,"M14A Hub Room Conv 정체 발생하여 M14A->M16 방향 4AFC3201 A_IN11~24 PORT Offline 변경했습니다. (양영석,이천AMHS운영/TL,2025-11-09 01:35:55) ┖ 정체 해소되어 PORT OPEN하겠습니다"
2025-11-09-04-41,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-09-04-50,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체중입니다 (최홍영,이천AMHS운영/TL,2025-11-09 04:41:40) ┖ Error Clear 되었습니다"
2025-11-09-16-15,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-09-16-16,CLOSE,,M14B 정체호기 7F AI Close 하겠습니다.
2025-11-09-16-20,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체중입니다 (박형기,이천AMHS운영/TL,2025-11-09 16:15:15) ┖ Error Clear 되었습니다."
2025-11-09-16-24,OPEN,,M14B 7F AI Open 했습니다.
2025-11-10-08-11,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-10-08-52,ERROR,4AFC3201 Error 발생,{{@정휘태::11678}} 4AFC3201A_OUT89는 Error 발생 이력이 없다고 하여 Open 하겠습니다.
2025-11-10-11-38,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체중입니다
2025-11-10-11-48,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체중입니다 (서민혁,이천AMHS운영/TL,2025-11-10 11:38:58) ┖ Error Clear 되었습니다."
2025-11-11-09-22,ERROR,4AFC3201,4AFC3201 A_OUT85-89방향 Error 다발 관련 T-bolt 고정 작업 HT stop작업(total 5분) 10시에 진행 하겠습니다
2025-11-11-09-23,ERROR,4ABLD112 -> CLOSE,"4ABLD112 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다."
2025-11-11-09-39,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-11-11-09-59,ERROR,4ABLD112 -> CLOSE,"4ABLD112 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다."
2025-11-11-10-07,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-11-11-19-34,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 Error 발생으로 4F, 7F AI Close 했습니다."
2025-11-11-19-36,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체 중입니다.
2025-11-11-19-39,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체 중입니다. (민예준,이천AMHS운영/TL,2025-11-11 19:36:44) ┖ Error Clear 되었습니다."
2025-11-11-19-42,ERROR,4ABLD112 -> OPEN,"4ABLD112 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-11-14-18-12,ERROR,4AFC3201 Error 발생으로,4AFC3201 Error 발생으로 M14A -> M16 방향 A_in Port 차단했습니다. (M16 -> M14A는 정상 가동중)
2025-11-14-21-58,ERROR,Error발생하여,현재 OHT Error발생하여 조치중입니다.
2025-11-14-22-34,ERROR,Error발생하여,"현재 OHT Error발생하여 조치중입니다. (김현진,이천AMHS운영/TL,2025-11-14 21:58:55) ┖ 조치되어 반송 진행중입니다."
2025-11-14-22-36,ERROR,,OHT 에러 발생하여 조치중입니다.
2025-11-14-22-58,ERROR,,"OHT 에러 발생하여 조치중입니다. (김현진,이천AMHS운영/TL,2025-11-14 22:36:24) ┖ 조치되어 정상 반송중입니다."
2025-11-14-23-40,ERROR,4AFC3201 Error 발생,4AFC3201 Error 발생 관련 M16->M14A A_IN Port Down 진행하겠습니다. -4AFC3201 A_IN80~85)
2025-11-14-23-44,ERROR,4AFC3201 Error 발생,"4AFC3201 Error 발생 관련 M16->M14A A_IN Port Down 진행하겠습니다. -4AFC3201 A_IN80~85) (이응빈,이천AMHS운영/TL,2025-11-14 23:40:32) ┖ Error 조치 완료되어 Open 하였습니다."
2025-11-15-14-59,ERROR,4ABLD132 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD132호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-11-15-15-03,ERROR,-> OPEN,Error 조치 완료되어 AI Port Open 하겠습니다.
2025-11-15-15-21,ERROR,4ABLD132 Error 발생으로 -> CLOSE,4ABLD132호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-11-15-15-34,ERROR,-> OPEN,Error 조치 완료되어 AI Port Open 하겠습니다.
2025-11-16-14-37,ERROR,4AFC3201 Error 발생,"안녕하세요 4AFC3201 Error 발생 관련 M14A->M16 방향 4AFC3201 A_IN31~38, 41~44, 51~54  Port 차단 진행하겠습니다. A_IN11~24(정상 반송중)"
2025-11-17-04-03,ERROR,4ABLD112 -> CLOSE,"4ABLD112 호기 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다"
2025-11-17-04-14,ERROR,4ABLD112 -> OPEN,"4ABLD112 호기 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2025-11-17-09-59,CLOSE,4ABLD132,"4ABLD132호기 작업 위해 AI Close 하겠습니다. 작업 내용: 감속기 & 승강 벨트, 풀리 교체 작업 일정: 11/17 09:00 ~ 11/20 17:30"
2025-11-17-10-37,CLOSE,4AFC3201,4AFC3201정체로인해 A_IN80~85 CLOSE진행하겠습니다.
2025-11-17-10-40,OPEN,,M16 ZT쪽 OHT 밀림현상으로 인해 ZT IN PORT Disable 및 재 OPEN 실시하겠습니다.
2025-11-17-10-42,OPEN,,"86~90 추가로 LOSE 하였습니다. (윤영찬,이천AMHS운영/TL,2025-11-17 10:38:41) ┖ 모두 open 했습니다."
2025-11-17-10-43,OPEN,4AFC3201,"4AFC3201정체로인해 A_IN80~85 CLOSE진행하겠습니다. (유병철,이천AMHS운영/TL,2025-11-17 10:37:28) ┖ open 했습니다"
2025-11-18-15-35,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131 Error 발생으로 4F,7F AI Close 하였습니다"
2025-11-18-15-55,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다."
2025-11-20-08-34,ERROR,Error 발생으로,Bridge OHT Error 발생으로 정체 발생 중입니다. 참고 부탁드립니다.
2025-11-20-08-42,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체 발생 중입니다. 참고 부탁드립니다. (최민혁,이천AMHS운영/TL,2025-11-20 08:34:09) ┖ OHT Error 처리 중이며, 정체는 풀렸습니다. M14 → M16으로 가는 1차선은 OHT Error 로 인해 Rail CUT 중이며, 반송에 지장은 없습니다."
2025-11-20-08-54,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 정체 발생 중입니다. 참고 부탁드립니다. (최민혁,이천AMHS운영/TL,2025-11-20 08:34:09) ┖ Error 발생 OHT Manual 이동이 필요하여 Handy Stop으로 진행 예정이니 참고 부탁드립니다."
2025-11-20-10-05,ERROR,,"BV0221호기 OHT Error 관련 MTL까지 Manual 이동이 필요합니다. 13:00부터 진행 예정이며, 30분~1시간 정도 소요 예상입니다. 해당 시간 중 정체 발생될 수 있으니 참고 부탁드립니다. 감사합니다."
2025-11-20-13-11,ERROR,,"BV0221호기 OHT Error 관련 MTL까지 Manual 이동이 필요합니다. 13:00부터 진행 예정이며, 30분~1시간 정도 소요 예상입니다. 해당 시간 중 정체 발생될 수 있으니 참고 부탁드립니다. 감사합니다. (최민혁,이천AMHS운영/TL,2025-11-20 10:05:38) ┖ 13:30분에 진행예정이며 작업 중 반송 정체 발생할 수 있습니다 참고부탁드립니다."
2025-11-20-14-09,ERROR,-> OPEN,"BV0221호기 OHT Error 관련 MTL까지 Manual 이동이 필요합니다. 13:00부터 진행 예정이며, 30분~1시간 정도 소요 예상입니다. 해당 시간 중 정체 발생될 수 있으니 참고 부탁드립니다. 감사합니다. (최민혁,이천AMHS운영/TL,2025-11-20 10:05:38) ┖ OHT Take Out 및 Rail Open 완료했습니다."
2025-11-21-09-56,ERROR,4ABLD111 Error 발생하여 -> CLOSE,안녕하세요 4ABLD111 Error 발생하여 AI Close 하겠습니다
2025-11-21-10-06,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치되어 4,7F AI Open 하겠습니다."
2025-11-21-10-12,ERROR,4ABLD111 -> CLOSE,4ABLD111 Error 재 발생하여 AI Close 하겠습니다
2025-11-21-10-21,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치되어 4,7F AI Open 하겠습니다."
2025-11-22-06-10,OPEN,,M16 ZT쪽 OHT 밀림현상으로 인해 ZT IN PORT Disable 및 재 OPEN 실시하겠습니다.
2025-11-22-06-14,OPEN,4AFC3201,"(M16->M14) 4AFC3201 A_in port  반송 해결될때까지 전체적으로  잠시  Disable 하겠습니다  (이동근,이천AMHS운영/TL,2025-11-22 05:44:01) ┖ M16->M14  컨베어구간 정체 해소되어  A_IN PORT 50%  OPEN 하겠습니다"
2025-11-22-07-42,ERROR,4AFC3201,"4AFC3201, 4AFC3301 간 Conv 내 ERROR 발생으로 장비내 FOUP이 가득 차있는 상황입니다. M16  --> M14 in port down을 더 유지 해야 할 것 같습니다."
2025-11-22-08-14,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132호기 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-11-22-08-25,ERROR,4ABLD132 -> OPEN,"4ABLD132호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-11-22-08-28,OPEN,4AFC3201,4AFC3201(남측) M16->M14 A_IN ALL OPEN 하였습니다 4AFC3301(북측) 은 CLOSE 유지 합니다.
2025-11-22-08-43,OPEN,4AFC3201,"4AFC3201(남측) M16->M14 A_IN ALL OPEN 하였습니다 4AFC3301(북측) 은 CLOSE 유지 합니다. (윤영찬,이천AMHS운영/TL,2025-11-22 08:28:44) ┖ 4AFC3301 도 OPEN 했습니다."
2025-11-23-18-35,ERROR,4AFC3201,4AFC3201 ERROR발생으로 M14A->M16 ALL PORT Disable실시하였습니다.
2025-11-23-18-36,ERROR,4AFC3201 -> OPEN,4AFC3201 ERROR처리 완료되어 IN PORT OPEN실시했습니다
2025-11-24-04-24,ERROR,,Bridge OHT 에러 발생하여 조치중입니다.
2025-11-24-04-28,ERROR,,"Bridge OHT 에러 발생하여 조치중입니다. (박성연,이천AMHS운영/TL,2025-11-24 04:24:12) ┖ 조치되었습니다."
2025-11-24-15-08,ERROR,,ERROR 입니까  단순 QUE 증가 입니까..?
2025-11-25-16-08,ERROR,4AFC3201,[작업 계획 공유] (( 일시 : 11/26(수) 09:00~10:00 )) 대상 : 4AFC3201 목적 : Error 다발 관련 PAMS 교체 작업 Down : 4AFC3201(남측 Conveyor) M14A->M16 불가
2025-11-26-08-36,ERROR,4AFC3201,금일 Conveyor 작업 시간 변경되어 공유드립니다. 참고 부탁드립니다. 일시 : 11/26(수) 10:00~11:00 대상 : 4AFC3201 목적 : Error 다발 관련 PAMS 교체 작업 Down : 4AFC3201(남측 Conveyor) M14A->M16 불가
2025-11-26-10-39,OPEN,,M16A ZT 1호기 FD 법정 점검 완료되어 IN PUT OPEN 하였습니다
2025-11-26-10-41,OPEN,,M16A ZT FD 점검 완료 되어 OPEN실시 완료 되었습니다. 차수원복은 M14 작업 영향이 있을수 있으니 {{@이응빈::248831}} M14 작업 차수 변경 원복 여부 확인 하셔서  인폼 주식길 바랍니다.
2025-11-27-10-44,ERROR,,BRIDGE OHT ERROR 발생으로 조치 중입니다. 정체 및 반송 지연이 있을 수 있으니 참고 부탁드립니다.
2025-11-27-10-59,ERROR,,"BRIDGE OHT ERROR 발생으로 조치 중입니다. 정체 및 반송 지연이 있을 수 있으니 참고 부탁드립니다. (최민혁,이천AMHS운영/TL,2025-11-27 10:44:10) ┖ 조치 완료되었습니다."
2025-11-27-12-54,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"4ABLD111 Error 발생으로 4F, 7F AI Close 했습니다."
2025-11-27-14-45,ERROR,4ABLD111 -> OPEN,"4ABLD111 Error 조치 완료되어 4F, 7F AI Open 했습니다."
2025-11-28-08-57,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"안녕하세요. 4ABLD121호기 Error 발생으로 4F, 7F AI Close 했습니다."
2025-11-28-10-21,ERROR,4ABLD121 -> OPEN,"4ABLD121호기 Error 조치 완료되어 4F, 7F AI Open 했습니다."
2025-11-28-15-50,OPEN,,ZT 2-1호기 CLEAR 되어 OPEN 했습니다.
2025-11-28-17-40,ERROR,,EUV VLF2호기 E:9500 정위치 에러 발생하여 현재 Error 처리중입니다. FAB 간 반송 중 반송 Delay 발생할 수 있습니다
2025-11-28-18-02,ERROR,,"EUV VLF2호기 E:9500 정위치 에러 발생하여 현재 Error 처리중입니다. FAB 간 반송 중 반송 Delay 발생할 수 있습니다 (신우진,이천AMHS운영/TL,2025-11-28 17:40:21) ┖ Error 처리 완료되었습니다. 정체 해소 전까지 반송 Delay 발생할 수 있습니다."
2025-11-29-00-01,ERROR,,M16A ZT 1~3 호기 Upper Rail 구역 OHT Error 로 인한 정체 발생 및 상부에서 Error 조치 필요로 업무에 참고 부탁드립니다.
2025-11-29-00-10,ERROR,,Error 조치 됐습니다
2025-11-29-00-14,ERROR,,Error 재발로 조치 중입니다
2025-11-29-00-20,ERROR,,Error 조치 됐습니다
2025-11-29-00-29,ERROR,,혹시 해당 ERROR관련 HUB가 밀리는걸까요?
2025-11-29-00-31,ERROR,,ERROR 처리될때 까지 대기 했던 LOT 들이 몰리면서 일시적으로 HUB에 영향을 주는듯합니다.
2025-11-30-13-38,ERROR,4ABLD112 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD112호기 Error 발생으로 4F/7F AI Port Close 하였습니다.
2025-11-30-13-49,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치 완료되어 4F/7F AI Port Open 하였습니다.
2025-11-30-23-11,ERROR,6ABL6011 Error 발생으로,M16A 6ABL6011 3층 AI322 Port Error 발생으로 조치 중이니 업무에 참고 부탁드립니다. (22:43 ~ )
2025-12-01-09-02,CLOSE,4ABLD112,4ABLD112호기 하부 Pulley & Timing Belt 교체 작업으로 4F/7F AI Port Close 하겠습니다.
2025-12-01-10-31,CLOSE,4ABLD121,"4ABLD121호기 QUE 몰림 현상으로 7F AI Port Close 후, 전체 Que 분산 하겠습니다."
2025-12-01-10-39,OPEN,4ABLD121,7F 정체 해소 & 전체 호기 QUE 분산 확인되어 4ABLD121 7F AI Port Open 하겠습니다.
2025-12-01-16-49,OPEN,,"브릿지 Center Line쪽 정체 관련 St.1096 → 2133 Rail Cut 진행 했습니다. (박형기,이천AMHS운영/TL,2025-12-01 16:46:25) ┖ Rail Open 했습니다."
2025-12-02-10-29,OPEN,4ABLD112,4ABLD112호기 하부 Pulley & Timing Belt 교체작업 완료되어 4F/7F AI Port Open 하였습니다.
2025-12-02-10-56,CLOSE,4ABLD121,4ABLD121호기 7F QUE 몰림 현상으로 7F AI Port Close 하겠습니다.
2025-12-02-10-58,OPEN,,QUE 몰림 해소되어 AI Port Open 하였습니다.
2025-12-03-08-56,ERROR,4ABLD131 -> CLOSE,4ABLD131 ERROR 발생으로AI CLOSE 하겠습니다.
2025-12-03-10-18,ERROR,4ABLD131 -> OPEN,4ABLD131 Error 조치 완료되어 4F/7F AI Port Open 하였습니다.
2025-12-04-08-52,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122호기 Error 발생으로 4,7F AI Close 하겠습니다."
2025-12-04-09-27,ERROR,6ABL0111 Error 발생으로,M16A 6ABL0111_AO623 Error 발생으로 조치 중입니다.
2025-12-04-09-49,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치되어 4F/7F AI Open  했습니다.
2025-12-04-12-23,OPEN,6ABL0111,M16A 6ABL0111_AO623 조치 후 Open 했습니다.
2025-12-04-15-27,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122 호기 Error 발생으로 4F, 7F AI Close 했습니다."
2025-12-04-16-20,ERROR,4ABLD122 -> OPEN,"4ABLD122 호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다"
2025-12-04-17-13,ERROR,4ABLD131 -> CLOSE,"안녕하세요 4ABLD131 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다 ."
2025-12-04-17-34,ERROR,4ABLD131 -> OPEN,"4ABLD131 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
